id,vcm,gamma_T,ocean_file,climate,hydrology,frontal_melt,climate_file,runoff_file,pseudo_plastic_q,sia_e,ssa_n,fractures,sliding_law,z_min,z_max,phi_min,phi_max,till_effective_fraction_overburden,calving.thickness_calving.threshold
0,0.4442323780913757,9.428916459600346e-05,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,100
1,0.48832118107421163,7.992022748883259e-05,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,given_smb,routing,routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,100
2,0.4363208573342129,0.00011956468331425545,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,given_smb,routing,routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,100
3,0.5064415585658495,0.00013011597632552933,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,100
4,0.38905658469230303,0.00014099817419545652,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,given_smb,routing,routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,100
5,0.5183937792980569,7.620965089620082e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,100
6,0.4244113248125367,9.999463538512892e-05,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,100
7,0.4194447204745718,0.00011139151216536389,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,given_smb,routing,routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,100
8,0.461594363514366,0.00014449282079547954,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,given_smb,routing,routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,100
9,0.39746276305487116,0.00010524951406191387,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,100
10,0.5363864387495298,0.00010254583012814056,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,100
11,0.4803358003247634,8.30889830146751e-05,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,100
12,0.45293844913720643,0.00012577277058364237,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,given_smb,routing,routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,100
13,0.356428696509102,0.00013655342200778107,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,100
14,0.5487060081699446,0.00014286126081915708,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,given_smb,routing,routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,100
15,0.5295762603475088,8.956493116526157e-05,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,given_smb,routing,routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,100
16,0.39967409593199077,8.482816131574445e-05,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,100
17,0.4659466261615231,9.798420761103493e-05,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,100
18,0.3759923104524915,0.00011057052126653782,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,100
19,0.4965519463015092,0.00012786408929824037,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,given_smb,routing,routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,100
20,0.364719609086501,0.00013434115633767906,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,given_smb,routing,routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,100
21,0.5127709158270874,9.017276484504726e-05,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,100
22,0.4085496099808352,0.00012288631941754623,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,100
23,0.47745217779809324,0.00011564777711148058,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,100
24,0.37369419913548574,0.00014977365789043854,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,given_smb,routing,routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,0.6,1.25,3.0,false,pseudo_plastic,-700,700,5,40,0.02,100
